General Motors Corporation,PO Box 8654+City+MO,12
FMC Corp,PO Box 7062+City+CT,574
DURA Automotive Systems Inc,PO Box 3208+City+MI,817
Home Depot Inc,PO Box 4843+City+VT,363
General Electric Company,PO Box 7727+City+GA,58
Ferro Corp,PO Box 8422+City+KY,1992
Encompass Services Corporation,PO Box 5164+City+CA,77
DST Systems Inc,PO Box 9232+City+TX,907
Marriott International Inc,PO Box 5101+City+FL,263
FPL Group Inc,PO Box 3408+City+WA,646
MDU Resources Group Inc,PO Box 131+City+GA,840
Dreyers Grand Ice Cream Inc,PO Box 3223+City+CA,294
McKesson Corporation,PO Box 1842+City+TX,1248
International Flavors & Fragrances Inc,PO Box 8774+City+MI,1934
Devon Energy Corporation,PO Box 7421+City+CO,897
Gateway Inc,PO Box 8003+City+MO,1718
Hubbell Inc,PO Box 675+City+GA,1602
FPL Group Inc,PO Box 8447+City+FL,1541
Genesis Health Ventures Inc,PO Box 1561+City+MI,327
IMS Health Inc,PO Box 3638+City+CA,1898
Landstar System Inc,PO Box 5466+City+CT,1484
DIMON Incorporated,PO Box 7192+City+GA,749
GATX Corporation,PO Box 2372+City+VT,74
Greif Bros Corporation,PO Box 382+City+CT,111
Dillards Inc,PO Box 2261+City+FL,1747
Legg Mason Inc,PO Box 2675+City+MO,1279
Nabors Industries Inc,PO Box 3733+City+CA,667
The Goodyear Tire & Rubber Company,PO Box 8578+City+WA,954
Emcor Group Inc,PO Box 9690+City+TX,202
Hawaiian Electric Industries Inc,PO Box 5939+City+CO,1230
KPMG Consulting Inc,PO Box 3648+City+MI,1825
Merrill Lynch & Co Inc,PO Box 6237+City+TX,1848
Frontier Oil Corp,PO Box 5262+City+NY,1922
National Fuel Gas Company,PO Box 3685+City+WA,267
JDS Uniphase Corp,PO Box 3573+City+NY,1871
Fleming Companies Inc,PO Box 318+City+NY,684
Markel Corporation,PO Box 6662+City+GA,1090
Emcor Group Inc,PO Box 7176+City+TX,526
Kellwood Company,PO Box 8909+City+GA,1508
MGIC Investment Corporation,PO Box 4941+City+MO,1532
McLeodUSA Incorporated,PO Box 2428+City+FL,978
Earthlink Inc,PO Box 4816+City+KY,1186
Healthsouth Corp,PO Box 6772+City+VT,429
Leggett & Platt Inc,PO Box 1148+City+KY,1314
Group 1 Automotive Inc,PO Box 218+City+KY,882
DPL Inc,PO Box 6007+City+CO,1841
GreenPoint Financial Corp,PO Box 9976+City+CT,155
International Flavors & Fragrances Inc,PO Box 981+City+KY,1845
Hillenbrand Industries Inc,PO Box 6317+City+NY,721
Metris Companies Inc,PO Box 9806+City+MI,1580
Di Giorgio Corporation,PO Box 2186+City+CA,1500
Exide Technologies,PO Box 619+City+CO,19
Gemstar-TV Guide International Inc,PO Box 5246+City+FL,1965
Hon Industries Inc,PO Box 442+City+MI,926
Dun & Bradstreet Inc,PO Box 4014+City+CO,1916
Encompass Services Corporation,PO Box 8480+City+MO,388
Motorola Inc,PO Box 7106+City+WA,103
Dow Chemical Company,PO Box 6748+City+CA,1060
EOG Resources Inc,PO Box 4674+City+CO,1915
Hasbro Inc,PO Box 6898+City+VT,394
Farmland Industries Inc,PO Box 1351+City+GA,230
Ecolab Inc,PO Box 9736+City+MI,1799
EW Scripps Company,PO Box 9725+City+CA,1057
Dole Food Company Inc,PO Box 3975+City+KY,1954
Ford Motor Co,PO Box 4963+City+GA,1192
Lehman Brothers Holdings Inc,PO Box 112+City+CA,45
First American Financial Corp,PO Box 5826+City+TX,1335
Interstate Bakeries Corporation,PO Box 3008+City+CO,1391
Lear Corporation,PO Box 5719+City+CO,1093
Genuity Inc,PO Box 3361+City+MO,54
Kohls Corp,PO Box 7368+City+MI,1973
Engelhard Corporation,PO Box 5954+City+NY,1161
International Paper Co,PO Box 2974+City+VT,564
Johnson Controls Inc,PO Box 3878+City+CT,509
Hon Industries Inc,PO Box 442+City+MI,563
Gold Kist Inc,PO Box 9414+City+MO,1984
Intel Corporation,PO Box 2578+City+VT,587
Lam Research Corporation,PO Box 2570+City+CA,44
International Multifoods Corporation,PO Box 5492+City+MO,1145
Graybar Electric Company Inc,PO Box 7448+City+VT,1333
Merck & Co Inc,PO Box 4440+City+CO,819
Marshall & Ilsley Corporation,PO Box 5427+City+WA,1273
Echostar Communications Corporation,PO Box 9391+City+CO,707
Genuine Parts Company,PO Box 2753+City+MI,1688
Level 3 Communications Inc,PO Box 8902+City+CO,1888
Dominion Resources Inc,PO Box 5247+City+FL,106
Furniture Brands International Inc,PO Box 2270+City+CA,880
Farmland Industries Inc,PO Box 3539+City+CA,464
Mail-Well Inc,PO Box 9973+City+CT,763
McCormick & Company Incorporated,PO Box 7170+City+KY,339
International Paper Co,PO Box 6069+City+WA,1494
ITT Industries Inc,PO Box 7235+City+GA,1663
Entergy Corporation,PO Box 7100+City+CA,978
Harman International Industries Inc,PO Box 4430+City+TX,525
Forest Laboratories Inc,PO Box 732+City+CO,350
Enron Corp,PO Box 7258+City+KY,469
Dover Corporation Inc,PO Box 640+City+MI,1497
Great Lakes Chemical Corporation,PO Box 187+City+MO,1910
JC Penny Co,PO Box 1694+City+GA,444
KB Home,PO Box 4612+City+MO,1685
Foster Wheeler Ltd,PO Box 7200+City+CA,1982
Grey Global Group Inc,PO Box 5398+City+CO,543
El Paso Corporation,PO Box 5390+City+MI,1726
Insight Enterprises Inc,PO Box 6107+City+NY,764
Lehman Brothers Holdings Inc,PO Box 5696+City+CO,1126
GreenPoint Financial Corp,PO Box 1808+City+GA,1187
Flowers Foods Inc,PO Box 4545+City+KY,1873
Encompass Services Corporation,PO Box 8480+City+MO,402
IDT Corporation,PO Box 5108+City+TX,1385
KeyCorp,PO Box 9182+City+CO,1473
Golden State Bancorp Inc, PO Box 26+City+CA,92
Federal Mogul Corp,PO Box 7214+City+TX,298
Delta Air Lines Inc,PO Box 9630+City+CT,128
Mercury General Corporation,PO Box 5992+City+MO,1007
Millennium Chemicals Inc,PO Box 1456+City+KY,895
Devon Energy Corporation,PO Box 7421+City+CO,1965
Humana Inc,PO Box 6144+City+NY,99
HB Fuller Company,PO Box 2282+City+GA,600
MDU Resources Group Inc,PO Box 9416+City+WA,974
Lincoln National Corporation,PO Box 8103+City+WA,1378
Flowserv Corp,PO Box 5368+City+KY,1104
Maytag Corporation,PO Box 6180+City+VT,1391
MPS Group Inc,PO Box 8185+City+WA,35
General Dynamics Corporation,PO Box 479+City+FL,1157
Knight-Ridder Inc,PO Box 9204+City+TX,241
Imperial Sugar Company,PO Box 4464+City+KY,1988
Ecolab Inc,PO Box 7579+City+CT,982
Dow Chemical Company,PO Box 3083+City+KY,1593
Emerson Electric Co,PO Box 3246+City+VT,1093
IDT Corporation,PO Box 3028+City+KY,306
Lear Corporation,PO Box 5719+City+CO,630
Martin Marietta Materials Inc,PO Box 4387+City+TX,1259
Herman Miller Inc,PO Box 8239+City+WA,698
Fifth Third Bancorp,PO Box 3344+City+WA,555
Fortune Brands Inc, PO Box 9147+City+GA,1678
Harley-Davidson Inc,PO Box 4523+City+KY,1792
McCormick & Company Incorporated,PO Box 7170+City+KY,1771
EGL Inc,PO Box 8351+City+MO,247
Intuit Inc,PO Box 859+City+CA,1895
Harley-Davidson Inc,PO Box 4523+City+KY,1102
FirstEnergy Corp,PO Box 3368+City+CA,1412
The MONY Group Inc,PO Box 3651+City+GA,1198
The May Department Stores Company,PO Box 3767+City+MI,1486
Host Marriott Corp,PO Box 6249+City+MO,36
Honeywell International Inc,PO Box 1482+City+CT,1524
Mellon Financial Corporation,PO Box 1470+City+WA,35
Loews Corporation,PO Box 3699+City+NY,1331
Dow Chemical Company,PO Box 6748+City+CA,244
Edison International,PO Box 1042+City+NY,1312
Interpublic Group of Companies Inc,PO Box 1172+City+CA,904
Golden West Financial Corporation,PO Box 9456+City+NY,1984
Energizer Holdings Inc,PO Box 3624+City+FL,1135
Insight Enterprises Inc,PO Box 6107+City+NY,1025
Dow Chemical Company,PO Box 3083+City+KY,792
KLA-Tencor Corporation,PO Box 7148+City+CT,309
Healthsouth Corp,PO Box 8053+City+MO,1848
Mattel Inc,PO Box 8031+City+GA,1853
Lam Research Corporation,PO Box 7733+City+FL,1831
IKON Office Solutions Inc,PO Box 316+City+VT,870
Fleetwood Enterprises Inc,PO Box 7084+City+MI,915
Equitable Resources Inc,PO Box 1645+City+VT,1684
FPL Group Inc,PO Box 8447+City+FL,198
Gateway Inc,PO Box 8003+City+MO,33
Great Lakes Chemical Corporation,PO Box 9787+City+KY,1085
Ecolab Inc,PO Box 9736+City+MI,857
Johnson & Johnson,PO Box 3140+City+MI,42
Goodrich Corporation,PO Box 2816+City+MO,263
FirstEnergy Corp,PO Box 8178+City+GA,1961
Lexmark International Inc,PO Box 6396+City+WA,384
Hollywood Entertainment Corp,PO Box 2446+City+CO,1100
KLA-Tencor Corporation,PO Box 1204+City+FL,1012
KPMG Consulting Inc,PO Box 997+City+CT,1162
Fluor Corp,PO Box 9537+City+TX,1578
Delta Air Lines Inc,PO Box 9630+City+CT,197
Medtronic Inc,PO Box 4361+City+CT,84
Genzyme Corporation,PO Box 5860+City+CT,1337
Ecolab Inc,PO Box 7579+City+CT,971
Gentiva Health Services Inc,PO Box 4973+City+WA,6
Kelly Services Inc,PO Box 9166+City+KY,1290
Nash Finch Company,PO Box 5566+City+KY,1351
Leggett & Platt Inc,PO Box 4688+City+MI,1805
Idacorp Inc,PO Box 3024+City+CA,345
McCormick & Company Incorporated,PO Box 7037+City+MO,419
Kellwood Company,PO Box 4107+City+WA,1804
International Flavors & Fragrances Inc,PO Box 8774+City+MI,1091
First Data Corp,PO Box 6765+City+FL,776
Hormel Foods Corp,PO Box 4149+City+VT,194
Georgia Gulf Corporation,PO Box 1994+City+FL,84
Markel Corporation,PO Box 6662+City+GA,1169
Jabil Circuit Inc,PO Box 7081+City+MO,780
Duke Energy Corp,PO Box 5215+City+GA,510
Furniture Brands International Inc,PO Box 8954+City+GA,817
ITT Industries Inc,PO Box 4289+City+GA,997
Emerson Electric Co,PO Box 9883+City+MI,989
K-Mart Corp,PO Box 3897+City+CO,322
Federated Department Stores Inc,PO Box 3190+City+MI,1062
Lennar Corporation,PO Box 6924+City+KY,1138
DURA Automotive Systems Inc,PO Box 8055+City+MO,1498
Kellogg Company,PO Box 2587+City+TX,682
Intuit Inc,PO Box 4368+City+MO,1654
The May Department Stores Company,PO Box 1947+City+MO,1778
Manpower Inc,PO Box 4200+City+TX,1104
KeySpan Corp,PO Box 2156+City+NY,1095
MPS Group Inc,PO Box 5841+City+CO,1004
Harrahs Entertainment Inc,PO Box 16+City+CO,1482
McCormick & Company Incorporated,PO Box 7170+City+KY,427
Farmland Industries Inc,PO Box 3539+City+CA,88
Michaels Stores Inc,PO Box 5316+City+WA,1922
Milacron Inc,PO Box 6328+City+GA,152
Johnson Controls Inc,PO Box 9662+City+FL,366
Kohls Corp,PO Box 8911+City+CT,1418
Johnson & Johnson,PO Box 3831+City+GA,635
Jabil Circuit Inc,PO Box 7747+City+MI,26
Kerr-McGee Corporation,PO Box 555+City+VT,1880
IDT Corporation,PO Box 5108+City+TX,1775
Ecolab Inc,PO Box 7579+City+CT,1069
Hilton Hotels Corp,PO Box 5980+City+KY,211
First Tennessee National Corp,PO Box 5192+City+FL,582
Halliburton Co,PO Box 1478+City+CO,117
Host Marriott Corp,PO Box 9213+City+CT,224
Hub Group Inc,PO Box 6669+City+CT,1903
Deluxe Corporation,PO Box 2010+City+GA,107
Kohls Corp,PO Box 7368+City+MI,257
M & T Bank Corporation,PO Box 2328+City+WA,1897
General Cable Corporation,PO Box 6575+City+CO,1144
Lithia Motors Inc,PO Box 9274+City+FL,436
Legg Mason Inc, PO Box 4789+City+TX,1870
Murphy Oil Corporation,PO Box 2446+City+WA,1408
General Dynamics Corporation,PO Box 418+City+KY,594
The McGraw-Hill Companies Inc,PO Box 2586+City+CT,1170
KLA-Tencor Corporation,PO Box 3236+City+TX,463
Maytag Corporation,PO Box 3911+City+KY,921
Earthlink Inc,PO Box 4816+City+KY,420
EI Du Pont de Nemours and Company,PO Box 379+City+KY,1222
Fairchild Semiconductor International Inc,PO Box 5369+City+TX,1912
Granite Construction Incorporated,PO Box 8064+City+VT,985
HJ Heinz Company, PO Box 5012+City+CO,626
Foamex International Inc,PO Box 1001+City+WA,1993
Jack In The Box Inc,PO Box 705+City+CT,506
Idacorp Inc,PO Box 3072+City+CT,491
Mellon Financial Corporation,PO Box 1470+City+WA,655
H&R Block Inc,PO Box 128+City+FL,1436
Harris Corp,PO Box 3892+City+FL,892
International Business Machines Corp,PO Box 8618+City+MI,1070
GreenPoint Financial Corp,PO Box 7211+City+GA,155
MeadWestvaco Corporation,PO Box 6560+City+CA,368
JDS Uniphase Corp,PO Box 227+City+CT,1992
Hershey Foods Corp,PO Box 3198+City+KY,211
Ford Motor Co,PO Box 4963+City+GA,313
Masco Corporation,PO Box 9555+City+FL,1991
Intel Corporation,PO Box 2578+City+VT,983
Martin Marietta Materials Inc,PO Box 4670+City+NY,212
Estee Lauder Companies Inc,PO Box 383+City+NY,1348
John Hancock Financial Services Inc,PO Box 8113+City+KY,1362
HCA Inc,PO Box 280+City+FL,342
First Data Corp,PO Box 5857+City+KY,1598
Illinois Tool Works Inc,PO Box 4307+City+MO,1741
The Goodyear Tire & Rubber Company,PO Box 2157+City+KY,1000
International Paper Co,PO Box 8251+City+TX,1215
HB Fuller Company,PO Box 6649+City+KY,760
Lithia Motors Inc,PO Box 9274+City+FL,501
Jack In The Box Inc,PO Box 705+City+CT,1646
ITT Industries Inc,PO Box 4289+City+GA,901
Dillards Inc,PO Box 2261+City+FL,852
Kellwood Company, PO Box 6745+City+CT,571
Foamex International Inc,PO Box 2577+City+MO,1042
Felcor Lodging Trust Inc,PO Box 5078+City+CO,769
GenCorp Inc,PO Box 3948+City+NY,290
IMS Health Inc,PO Box 3227+City+FL,492
Energy East Corporation,PO Box 2539+City+CO,1325
Interstate Bakeries Corporation,PO Box 8210+City+MI,1808
DPL Inc,PO Box 3749+City+NY,1016
McKesson Corporation,PO Box 7886+City+MI,1511
Maxxam Inc,PO Box 32+City+FL,886
Electronic Arts Inc,PO Box 9359+City+CT,663
Del Monte Foods Co,PO Box 1390+City+TX,460
Fidelity National Financial Inc,PO Box 2527+City+CO,1652
Harrahs Entertainment Inc,Box 5710+City+WA,841
MGIC Investment Corporation,PO Box 4941+City+MO,1923
Nacco Industries Inc,PO Box 518+City+VT,119
Liz Claiborne Inc,PO Box 4027+City+NY,1253
First National of Nebraska Inc,PO Box 8948+City+CA,1634
Encompass Services Corporation,PO Box 8480+City+MO,555
Hibernia Corp,PO Box 2900+City+NY,1197
Foot Locker Inc,PO Box 4270+City+FL,636
Foamex International Inc,PO Box 1001+City+WA,1917
Fifth Third Bancorp,PO Box 9043+City+TX,703
Knight-Ridder Inc,PO Box 2384+City+TX,1902
EOG Resources Inc,PO Box 4674+City+CO,1615
Flowserv Corp,PO Box 9556+City+MI,184
Jefferson-Pilot Co,PO Box 2050+City+MO,1149
Mattel Inc,PO Box 2909+City+MI,803
Dover Corporation Inc,PO Box 640+City+MI,1948
Dreyers Grand Ice Cream Inc,PO Box 5389+City+CO,1313
Graybar Electric Company Inc,PO Box 7448+City+VT,1371
Hollywood Entertainment Corp,PO Box 6812+City+KY,1611
Jacobs Engineering Group Inc,PO Box 8985+City+CO,1187
Humana Inc,PO Box 6144+City+NY,87
Dell Computer Corporation,PO Box 2975+City+FL,568
HJ Heinz Company, PO Box 5012+City+CO,368
KeySpan Corp,PO Box 4067+City+NY,963
Henry Schein Inc,PO Box 6064+City+FL,722
First National of Nebraska Inc,PO Box 8330+City+VT,1521
Felcor Lodging Trust Inc,PO Box 5078+City+CO,1088
Murphy Oil Corporation,PO Box 840+City+VT,118
La-Z-Boy Inc,PO Box 6622+City+FL,647
L-3 Communications Holdings Inc,PO Box 4805+City+MI,1759
Kroger Co,PO Box 742+City+MO,783
Lands End Inc,PO Box 3758+City+NY,316
GATX Corporation,PO Box 1266+City+MI,424
Hasbro Inc,PO Box 8379+City+VT,1900
Healthsouth Corp,PO Box 3944+City+WA,996
Fifth Third Bancorp,PO Box 3344+City+WA,1761
Flowserv Corp,PO Box 5655+City+NY,1723
FirstEnergy Corp,PO Box 8178+City+GA,490
Jack In The Box Inc,PO Box 705+City+CT,346
H&R Block Inc,PO Box 128+City+FL,350
Healthsouth Corp,PO Box 3944+City+WA,1516
Host Marriott Corp,PO Box 6249+City+MO,1247
Farmland Industries Inc,PO Box 3539+City+CA,784
HB Fuller Company,PO Box 2282+City+GA,1080
Hovnanian Enterprises Inc,PO Box 5636+City+KY,288
Motorola Inc,PO Box 9657+City+NY,763
Guidant Corporation,PO Box 8556+City+CA,1274
Limited Inc,PO Box 7789+City+WA,1534
Golden State Bancorp Inc,PO Box 4281+City+FL,1061
Nash Finch Company,PO Box 4859+City+CA,1202
IT Group Inc,PO Box 8302+City+TX,1820
Entergy Corporation,PO Box 7100+City+CA,1564
Delta Air Lines Inc,PO Box 6551+City+VT,518
Marshall & Ilsley Corporation,PO Box 7045+City+WA,408
GenCorp Inc,PO Box 1390+City+GA,597
Gap Inc,PO Box 3353+City+FL,738
Gap Inc,PO Box 3353+City+FL,566
Jack In The Box Inc,PO Box 1526+City+CT,314
Eastman Chemical Company,PO Box 8579+City+CT,349
HB Fuller Company,PO Box 2282+City+GA,1918
Metals USA Inc,PO Box 954+City+WA,334
Flowserv Corp,PO Box 5368+City+KY,239
LSI Logic Corporation,PO Box 1843+City+CT,1211
Louisiana-Pacific Corporation,PO Box 9766+City+VT,1158
Hartford Financial Services Group Inc,PO Box 8646+City+FL,1861
MDU Resources Group Inc,PO Box 131+City+GA,1070
MDC Holdings Inc,PO Box 6185+City+NY,482
Jabil Circuit Inc,PO Box 3701+City+GA,771
Kellogg Company,PO Box 273+City+TX,734
KPMG Consulting Inc,PO Box 997+City+CT,1235
General Cable Corporation,PO Box 6575+City+CO,1149
Linens n Things Inc,PO Box 2719+City+VT,635
Ingram Micro Inc,PO Box 7415+City+TX,73
IDT Corporation,PO Box 5108+City+TX,690
MPS Group Inc,PO Box 5841+City+CO,181
Kohls Corp,PO Box 7368+City+MI,1053
Enron Corp,PO Box 7258+City+KY,1478
Hasbro Inc,PO Box 6508+City+WA,19
Limited Inc,PO Box 9875+City+GA,127
Johnson & Johnson,PO Box 8173+City+MO,821
General Electric Company,PO Box 9049+City+MI,264
Federated Department Stores Inc,PO Box 3190+City+MI,1281
Lithia Motors Inc,PO Box 99+City+CO,1344
Nabors Industries Inc,PO Box 7429+City+KY,1425
Mariner Health Care Inc,PO Box 2454+City+TX,953
Longs Drug Stores Corporation,PO Box 6752+City+NY,266
McCormick & Company Incorporated,PO Box 7641+City+VT,322
Fleetwood Enterprises Inc,PO Box 1415+City+WA,1
EI Du Pont de Nemours and Company,PO Box 110+City+GA,1989
Hibernia Corp,PO Box 2900+City+NY,1410
The Lubrizol Corporation,PO Box 3710+City+KY,1282
Jacobs Engineering Group Inc,PO Box 3053+City+CT,62
Federated Department Stores Inc,PO Box 2690+City+TX,784
Linens n Things Inc,PO Box 8847+City+WA,627
Gannett Co Inc,PO Box 8486+City+WA,326
Eastman Kodak Company,PO Box 8510+City+MI,916
Lennox International Inc,PO Box 3114+City+FL,596
The McGraw-Hill Companies Inc,PO Box 7799+City+WA,1136
General Dynamics Corporation,PO Box 418+City+KY,1788
Jack In The Box Inc,PO Box 3546+City+VT,1966
MGM Mirage,PO Box 4496+City+GA,491
Loews Corporation,PO Box 3699+City+NY,1361
Manor Care Inc,PO Box 73+City+MI,447
KB Home,PO Box 4456+City+KY,1065
Devon Energy Corporation,PO Box 7889+City+WA,1524
MetLife Inc,PO Box 6462+City+CT,1779
Lehman Brothers Holdings Inc,PO Box 112+City+CA,1811
Fiserv Inc,PO Box 133+City+CO,1452
LandAmerica Financial Group Inc,PO Box 8108+City+VT,1526
EMC Corporation,PO Box 2674+City+CA,1913
MGM Mirage,PO Box 5499+City+KY,1047
The Mens Wearhouse Inc,PO Box 8109+City+NY,1818
Kerr-McGee Corporation,PO Box 4191+City+WA,1898
Lam Research Corporation,PO Box 7733+City+FL,1278
Di Giorgio Corporation,PO Box 2186+City+CA,751
Engelhard Corporation,PO Box 5954+City+NY,682
Hershey Foods Corp,PO Box 5081+City+KY,899
Johnson & Johnson,PO Box 3831+City+GA,1642
Dell Computer Corporation,PO Box 4377+City+FL,234
Eli Lilly and Company,PO Box 377+City+CA,1382
Metals USA Inc,PO Box 5435+City+CO,395
Healthsouth Corp,PO Box 3944+City+WA,1249
Georgia-Pacific Corporation,PO Box 8681+City+NY,1572
Marshall & Ilsley Corporation,PO Box 7045+City+WA,1669
Hawaiian Electric Industries Inc,PO Box 8819+City+MO,1697
Household International Corp,PO Box 8505+City+CT,1294
Nash Finch Company,PO Box 4859+City+CA,1048
Eastman Chemical Company,PO Box 2742+City+CA,1134
Dillards Inc,PO Box 222+City+KY,1320
Gemstar-TV Guide International Inc,PO Box 8055+City+GA,1507
Frontier Oil Corp,PO Box 3845+City+MI,584
MDC Holdings Inc,PO Box 6185+City+NY,1793
Hartford Financial Services Group Inc,PO Box 8646+City+FL,717
Kemet Corp,PO Box 2994+City+CT,629
MPS Group Inc,PO Box 7907+City+GA,1899
Laboratory Corporation of America Holdings,PO Box 9117+City+CT,1004
General Motors Corporation,PO Box 8654+City+MO,1181
HB Fuller Company,PO Box 664+City+NY,1211
FMC Corp,PO Box 7062+City+CT,1198
DIMON Incorporated,PO Box 7192+City+GA,1243
Merck & Co Inc,PO Box 3804+City+MI,468
Duke Energy Corp,PO Box 1542+City+VT,1743
Furniture Brands International Inc,PO Box 2270+City+CA,1678
Eaton Corporation,PO Box 5955+City+VT,1351
Metals USA Inc,PO Box 238+City+FL,1105
Marriott International Inc,PO Box 5101+City+FL,1201
Family Dollar Stores Inc,PO Box 9493+City+MO,664
Henry Schein Inc,PO Box 6064+City+FL,1366
Energizer Holdings Inc,PO Box 6260+City+MI,1236
Hasbro Inc,PO Box 8379+City+VT,1173
Home Depot Inc,PO Box 9769+City+MO,170
Diebold Incorporated,PO Box 9693+City+FL,321
Healthsouth Corp,PO Box 6772+City+VT,1223
National City Corp,PO Box 9832+City+FL,995
Mail-Well Inc,PO Box 6035+City+VT,811
Hibernia Corp,PO Box 3293+City+CT,525
Eaton Corporation,PO Box 3697+City+WA,1505
EI Du Pont de Nemours and Company,PO Box 110+City+GA,69
Johnson & Johnson,PO Box 3140+City+MI,1034
Nacco Industries Inc,PO Box 6316+City+GA,1325
Kohls Corp,PO Box 7368+City+MI,1643
National City Corp,PO Box 9832+City+FL,613
Morgan Stanley Dean Witter & Co,PO Box 4004+City+VT,381
Kimball International Inc,PO Box 4960+City+NY,1080
Hillenbrand Industries Inc,PO Box 6317+City+NY,217
Molex Incorporated,PO Box 1188+City+CO,897
Maytag Corporation,PO Box 3911+City+KY,1334
IT Group Inc,PO Box 8302+City+TX,1400
Mariner Health Care Inc,PO Box 7947+City+TX,1551
Halliburton Co,PO Box 8309+City+TX,944
Hon Industries Inc,PO Box 442+City+MI,810
Genesis Health Ventures Inc,PO Box 346+City+WA,71
Interpublic Group of Companies Inc,PO Box 848+City+CT,1292
MBNA Corporation,PO Box 2458+City+WA,398
General Motors Corporation,PO Box 8654+City+MO,1659
Dillards Inc,PO Box 222+City+KY,303
Ingram Micro Inc,PO Box 7415+City+TX,58
First Tennessee National Corp,PO Box 5289+City+CO,1335
Guidant Corporation,PO Box 2566+City+TX,1935
General Dynamics Corporation,PO Box 2219+City+VT,4
Fidelity National Financial Inc,PO Box 2870+City+VT,1408
Hub Group Inc,PO Box 6669+City+CT,1374
Molex Incorporated,PO Box 5249+City+CA,1901
Dun & Bradstreet Inc,PO Box 9509+City+VT,1777
Harrahs Entertainment Inc,PO Box 16+City+CO,181
Federal Mogul Corp,PO Box 90+City+CA,862
John Hancock Financial Services Inc,PO Box 8113+City+KY,1831
Insight Enterprises Inc,PO Box 7874+City+CO,1413
Dun & Bradstreet Inc,PO Box 3561+City+TX,389
Ivax Corp,PO Box 4940+City+MI,318
DURA Automotive Systems Inc,PO Box 3208+City+MI,975
Jacobs Engineering Group Inc,PO Box 8985+City+CO,1907
Integrated Electrical Services Inc,PO Box 3785+City+TX,1970
Federal Mogul Corp,PO Box 9141+City+MO,899
Martin Marietta Materials Inc,PO Box 4670+City+NY,1821
Huntington Bancshares Inc,PO Box 67+City+CO,1042
Integrated Electrical Services Inc,PO Box 8378+City+CA,69
Longs Drug Stores Corporation,PO Box 6752+City+NY,1219
JC Penny Co,PO Box 8162+City+MO,1623
Hillenbrand Industries Inc,PO Box 634+City+MI,1980
Harrahs Entertainment Inc,PO Box 1345+City+TX PO,1102
Louisiana-Pacific Corporation,PO Box 7313+City+TX,1052
General Cable Corporation,PO Box 3855+City+WA,203
Gillette Company,PO Box 1978+City+FL,0
Emerson Electric Co,PO Box 8085+City+VT,1363
Energy East Corporation,PO Box 8227+City+FL,1975
Granite Construction Incorporated,PO Box 6418+City+GA,209
MasTec Inc,PO Box 9281+City+NY,1189
Lehman Brothers Holdings Inc,PO Box 112+City+CA,126
Dollar General Corporation,PO Box 8813+City+CA,279
Merck & Co Inc,PO Box 3804+City+MI,438
Mellon Financial Corporation,PO Box 2296+City+TX,1472
Mohawk Industries Inc,PO Box 8735+City+TX,945
Metaldyne Corporation,PO Box 5500+City+GA,1870
General Dynamics Corporation,PO Box 479+City+FL,127
IKON Office Solutions Inc,PO Box 2775+City+TX,1447
Intuit Inc,PO Box 8536+City+KY,1805
Farmland Industries Inc,PO Box 3674+City+KY,258
DQE Inc,PO Box 526+City+MO,143
International Business Machines Corp,PO Box 161+City+GA,1287
Lam Research Corporation,PO Box 7733+City+FL,1211
Marsh & McLennan Companies Inc,PO Box 3298+City+CO,695
Federated Department Stores Inc,PO Box 3190+City+MI,1838
KLA-Tencor Corporation,PO Box 3236+City+TX,630
Lucent Technologies Inc,PO Box 6167+City+GA,870
Harman International Industries Inc,PO Box 2031+City+KY,759
Jefferson-Pilot Co,PO Box 2050+City+MO,554
Eli Lilly and Company,PO Box 1828+City+CT,1037
Felcor Lodging Trust Inc,PO Box 1166+City+MI,1082
Dominos Pizza LLC,PO Box 5127+City+MI,1631
Dun & Bradstreet Inc,PO Box 4014+City+CO,1477
Graybar Electric Company Inc,PO Box 7448+City+VT,490
Energy East Corporation,PO Box 2539+City+CO,373
Martin Marietta Materials Inc,PO Box 4387+City+TX,1797
Gillette Company,PO Box 1978+City+FL,1726
Massey Energy Company,PO Box 1907+City+CO,1369
Equity Residential Properties Trust,PO Box 9066+City+WA,1855
L-3 Communications Holdings Inc,PO Box 9047+City+MI,1137
General Dynamics Corporation,PO Box 2219+City+VT,1327
GATX Corporation,PO Box 5388+City+TX,810
JDS Uniphase Corp,PO Box 227+City+CT,864
Mohawk Industries Inc,PO Box 6683+City+MI,184
Humana Inc,PO Box 6817+City+CT,1210
Foster Wheeler Ltd,PO Box 7200+City+CA,460
Hormel Foods Corp,PO Box 4149+City+VT,1090
Huntington Bancshares Inc,PO Box 2508+City+MO,1626
Metals USA Inc,PO Box 238+City+FL,1145
Fluor Corp,PO Box 9537+City+TX,716
Ford Motor Co,PO Box 4963+City+GA,948
Hon Industries Inc,PO Box 3197+City+TX,1798
Insight Enterprises Inc,PO Box 9218+City+GA,235
Dillards Inc,PO Box 2261+City+FL,245
Milacron Inc,PO Box 4173+City+FL,1584
Duke Energy Corp,PO Box 5215+City+GA,1488
Mercury General Corporation,PO Box 9868+City+FL,709
Dun & Bradstreet Inc,PO Box 4014+City+CO,1936
Motorola Inc,PO Box 6907+City+CA,1954
Molex Incorporated,PO Box 1188+City+CO,1259
